Years,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,C4F10,C5F12,C6F14,C7F16,C8F18,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH2Cl2,CHCl3,CH3Br,Halon-1211,Halon-1301,Halon-2402,CFC-12-eq,HFC-134a-eq,CFC-11-eq
1957,314.9919665239882,1235.8001706154535,291.51204398982986,0,0.2464121389132643,0.0004901053097912235,0,0,0,8.871051600824015e-06,0,0,0,0,0,0.06499945046946314,4.7439909208109304e-05,39.52009798083528,0.4893099539504914,0.018359999999581527,0,0,0,0,0,0,20.977540118437833,6.239397350008961,1.4974753956298865,3.2499133848726847,0,1.3464653783775902,0,0,0.5636700916730782,46.82995224337012,500.6978186241726,9.522201381342693,7.718483877773898,6.3649897619728515,0.019499981122298424,0,0,75.05098851758919,23.535916778587485,81.03557758577857
1958,315.3449658691439,1247.420460847018,291.7720453657424,0,0.3196182512121893,0.0004926447155414373,0,0,0,8.917015598755744e-06,0,0,0,0,0,0.07499935723820593,4.768699206856819e-05,39.71509787472474,0.4977349520433869,0.018969999999170217,0,0,0,0,0,0,24.184340089254302,7.567232602978994,1.6274844663516195,3.4969948454278192,0,1.5845945418145562,0,0,0.8801461569265351,48.83994929991422,504.50393422309776,9.81755797122585,7.825045868810181,6.40999238762927,0.018499995694896017,0,0,81.16413822578114,23.777819452006195,84.76148660003683
1959,315.8069651231652,1257.3200746140494,291.98704752708886,0,0.4016993635109887,0.0004951841212916507,0,0,0,8.962979596687477e-06,0,0,0,0,0,0.08499948196910771,4.793407492902711e-05,39.904897763030185,0.5052399498739399,0.019529999998745672,0,0,0,0,0,0,27.60905121485652,8.797124083712774,1.777483686985614,3.7265921128328565,0,1.9060347639676198,0,0,1.2386097597212749,50.97114550480765,508.36371690629863,10.130433230570096,7.935598473352279,6.454298414812666,0.017499989964852587,0,0,87.54997583006748,24.025257273364012,88.55821938694521
1960,316.62496438675623,1264.1198630386928,292.2830442854942,0,0.4924474758098261,0.0004977235270418645,0,0,0,9.00894359461921e-06,0,0,0,0,0,0.09499939227672716,5.653505698786102e-05,40.118597645458316,0.5130949474421322,0.020104999998336516,0,0,0,0,0,1.125400180406065e-05,31.605359953330534,10.237121316436859,1.9469428959947706,3.9386705276766687,0,2.249406632706741,0,0,1.7015230367602128,53.21124302729229,512.2328409828585,10.459145981068758,8.049692187202622,6.504989127901251,0.016499992212130613,1.2107990612670945e-06,6.9784497196776725e-06,94.77723882764995,24.296494527500638,92.70169370839352
1961,317.29896380951226,1269.46151252166,292.6020448666423,0,0.5916525881086071,0.0005002629327920779,0,0,0,9.054907592550936e-06,0,0,0,0,0,0.10999903453999531,0.0003956806944103179,40.34249752169752,0.5207299447479451,0.02063999999791238,0,0,0,0,0,0.0017370100000002285,36.23666473638236,12.167854013989833,2.141221817789818,4.163667125197473,0,2.6376538838797714,0,0,2.179267274673984,55.563539538768026,516.0400787516404,10.799525450625092,8.166467469312883,6.554991816301418,0.015499991679780443,9.686392490136756e-06,5.5827597757421373e-05,103.16617183051862,24.604223382649923,97.51583850518301
1962,318.04396307863993,1282.5713089932208,292.94504437486347,0,0.6991077004074162,0.0005028023385422915,0,0,0,9.10087159048267e-06,0,0,0,0,0,0.1299987890216102,0.0009191006830207674,40.56609716302871,0.5278749417912278,0.021114999997503287,0,0,0,0,0,0.006777070000001353,41.47677824512027,14.639893289287903,2.365680498645673,4.398663654108956,0,3.1291542667917542,0,0,2.772260261293793,58.00743682447603,519.7264739908526,11.156874589719886,8.285772740884742,6.604418453015984,0.01449999040912936,1.937278498027351e-05,0.00011165519551484276,112.78178732295714,24.944865830973765,103.11069783793697
1963,318.6499622398741,1300.7905707395553,293.32704290660473,0,0.8146028127058903,0.0005053417442925051,0,0,0,9.146835588414397e-06,0,0,0,0,0,0.15499834598900572,0.0015432043716296499,40.804795730654526,0.5351649385715583,0.0215699999970831,0,0,0,0,0,0.01486369999999606,47.6045926917756,17.7170330458671,2.625518995791539,4.635970328436976,0.00014331860973836917,3.753723801322236,0,0,3.511745083231896,60.50743684557781,523.2439959699753,11.52505722236115,8.406959445193166,6.659987603477519,0.013499995094369674,2.905917747041027e-05,0.00020954201010068728,123.95774653804477,25.32726877840764,109.55912398212064
1964,319.33296136961536,1317.3704437933877,293.6850441280937,0,0.9379299250048225,0.0005078811500427188,0,0,0,9.192799586346128e-06,0,0,0,0,0,0.17999867821289758,0.0023007598127617796,41.0546958276386,0.5425249350897214,0.02198999999666681,0,0,0,0,0,0.02574050000000024,54.799804792532676,21.42167146900704,2.91959767305709,4.877437029064588,0.0034777288260833556,4.502781691855791,0,0,4.2541681050203985,63.07753314603659,526.5386447995689,11.90180882050555,8.530663928633965,6.715564295172501,0.012499973189953524,3.874556996054702e-05,0.0003218187647413641,136.8631295734607,25.73058162723837,116.83521919328885
1965,319.8159605369096,1331.0602831617048,294.04504426986773,0,1.0688820373040036,0.0005104205557929322,0,0,0,9.238763584277861e-06,0,0,0,0,0,0.19999877270357766,0.003262468486667677,41.34249588465038,0.5508499313448718,0.022434999996254368,0,1.2499999999999997e-05,1.041666666666666e-05,2.2916666666666653e-05,2.0833333333333326e-05,0.03915089999999525,63.029014864200825,25.709800022767627,3.2579756773401556,5.1351736199242906,0.019166271964384893,5.391107507539316,0,0,5.182889400572184,65.62683474865655,529.5773613842528,12.285432281747648,8.657198676134044,6.764422172551622,0.011375026195550373,5.606931037559931e-05,0.00045967585225437546,151.45589852221914,26.1530558415404,124.92727578927817
1966,320.87995968666513,1342.2405083385559,294.45304255128946,0,1.2072421496020673,0.0005129599615431459,0,0,0,9.28472758220959e-06,0,0,0,0,0,0.21999895984422477,0.004444035430775753,41.65249588457407,0.5597749273380979,0.02288999999583391,0,0.0001496484024042001,9.906758333333631e-05,0.00019906758333333445,0.00019059861666666982,0.054838400000017724,72.24792998063722,30.503733938597577,3.653163197287713,5.413369552214914,0.03949938357773523,6.4725397543579986,0,0,6.633789982541014,68.07124024500449,532.3371008837813,12.677054644358835,8.786194169908782,6.819308157482641,0.01099998635697432,0.0001192171383401447,0.001805520679182945,167.70516309611983,26.6036612425512,133.85730921447166
1967,321.4799589051604,1354.2715558150142,294.8600432527769,0,1.3528122619019005,0.0005154993672933595,0,0,0,9.330691580141323e-06,0,0,0,0,0,0.23999873482867992,0.0059488500504695264,42.004695884486296,0.570144923067807,0.0233999999954054,0,0.0004143183695384163,0.0002334651863119025,0.0004286001666666594,0.00042848378421519415,0.07254670000003371,82.61014627880051,35.86647805469857,4.101901112376376,5.707025374744133,0.06371349352847672,7.77425581257454,0,0,8.81561645989669,70.42624311254048,534.8238174090528,13.071166319669395,8.917659331661644,6.879989933884343,0.011131961771429512,0.0002235555630351951,0.005476358349834418,185.87959087691414,27.093767204141113,143.7739424002267
1968,322.3889580037001,1371.6504714934774,295.26904289260654,0,1.50538237420043,0.0005180387730435731,0,0,0,9.37665557807305e-06,0,0,0,0,0,0.2699980179355643,0.007807039210004534,42.41149588440832,0.5827049185355605,0.023989999994977942,2.8900590368334247e-06,0.0008137636373404195,0.00040582845482331167,0.0006878854113960372,0.0007204869403050367,0.09201930000000084,94.25966324851397,41.93913242770396,4.615648276022797,6.014501197265102,0.09872918051795014,9.383843427882214,0,0,11.549276150104367,72.6905473116777,537.0335587943526,13.466866878411878,9.051833873992473,6.939991093988598,0.014528773244969208,0.00036077846264195526,0.010674210961696616,206.27040845595968,27.666351383760116,154.88482572224703
1969,323.25095698920194,1389.3417371479975,295.6810430101121,0,1.6647424865002767,0.0005205781787937868,1.2165773696565377e-06,9.679108298182256e-06,0,9.422619576004783e-06,0,0,0,0,3.3015722698532666e-05,0.29999837032302945,0.010129108138144435,42.86239594142575,0.5976699137403663,0.024669999994585384,2.3120472294667397e-05,0.001363926281490551,0.0006131872242763107,0.000985957051565222,0.0010582811608462806,0.11300000000008083,107.28917981624174,48.92260712448521,5.2038451666841254,6.334147019796077,0.14326274733737498,11.191637738646621,0,0,14.649740340900301,74.86995058125703,538.9712390708293,13.861979146800543,9.18935721530463,6.999991582237261,0.026607460458749902,0.0005134661935764833,0.016677813573571537,229.03495328509396,28.279748545171937,167.2438741433085
1970,324.7829558907475,1411.1005121906292,296.0980428506205,0,1.8306725987989196,0.0005231175845440003,8.557121125988066e-06,6.793739868511152e-05,0,9.468583573936513e-06,2.8551592644846774e-08,0,0,0,0.00023697439086252102,0.3249985735257346,0.012998711046637468,43.40139625225432,0.6174449082971002,0.025529999994160318,4.902287374513469e-05,0.0020749852238973426,0.0008649057499999728,0.0013188475625506065,0.0014353631237855023,0.13523100000005336,121.64918965469059,56.95325518015836,5.882411230181623,6.664311913437776,0.20354049893853363,13.093746988751812,0,0.0010651753607642306,17.680185140504335,76.96995385355054,540.6648599840508,14.255303051629506,9.329762129719798,7.059993495364279,0.042955159686098525,0.0007886756413890869,0.022781516431702484,254.08760646590318,28.944357971889268,180.81304098111661
1971,325.39995498502975,1431.120952676496,296.522042773698,0,2.0029827110978515,0.0005256569902942139,1.0061302727903606e-05,7.890220299815641e-05,0,0.0006875001182021301,5.143359227881213e-05,0,8.593750000000172e-05,0,0.0002955890718512246,0.3549981118314898,0.016469326429795362,44.00789609745925,0.6424449000235161,0.026564999993013417,0.00030375074620018366,0.00292897999999932,0.0011569199999998169,0.0016825111639123286,0.0018461863130215153,0.15845799999997537,137.13820485727862,65.8465085377435,6.660777093129423,7.004381233798502,0.27441523289364594,15.120055356050663,0,0.021073126584230287,20.815477846703562,78.98995711984209,542.1264454265569,14.645936380718444,9.473883947515036,7.119412277374722,0.0612022328856644,0.003391635833485183,0.029181620767442375,281.1507098778882,29.685400778773793,195.5140989661495
1972,327.34895407019906,1449.2900279404223,296.9550426078043,0,2.1814528233942494,0.0005281963960444275,1.0390318783764308e-05,8.037302323567342e-05,0,0.002500000118773584,0.00018703098455765313,0,0.00031250000000004543,0,0.0002355782332117,0.3899978781760023,0.02058479981165258,44.68869588904639,0.674074889563399,0.02781499998748477,0.0011413300000002462,0.0039066700000014104,0.0014849442622382428,0.002075046409483599,0.002300142500000512,0.18242300000011666,153.85622602596086,75.67088768390434,7.553642207074017,7.356679625286251,0.34821991734663565,17.35239004821457,0,0.06999984172791818,24.916698017268487,80.92936049588137,543.384934320292,15.032683143476744,9.622934288250077,7.184317334978989,0.08156623883368684,0.010107177303878011,0.036613825349495165,310.64259681041636,30.509967911654513,211.74320583419438
1973,329.9089530935735,1462.86070221712,297.3990424177034,0,2.365882935695527,0.0005307358017946412,1.0719714892991149e-05,8.184554354482956e-05,0,0.005062500119345091,0.00037873797683649725,0,0.0006328130000000965,0,0.00016916307894374028,0.42499801113958435,0.025345894072673656,45.454695547862094,0.7138798785810693,0.029349999981212457,0.002472000000000449,0.004998099999998031,0.0018605195953161208,0.0024945644412854213,0.0027887349999993014,0.20687000000006503,172.25725995309088,86.87261649168936,8.576456757288126,7.723948016767118,0.4380135549055432,19.927694593728067,0,0.11499984210821218,30.325836465784395,82.79306371342341,544.4634016913133,15.414538768163654,9.776117178564073,7.255663537993757,0.1075315362939781,0.020921594551739742,0.045182129931510155,343.55659877290213,31.407368368814613,230.15756677442286
1974,330.75595252301474,1476.1409105124521,297.8550422339758,0,2.556043047994565,0.0005332752075448545,1.1049491482085534e-05,8.331976365404785e-05,0,0.008000000119915557,0.000598499969115288,0,0.0010000000000000963,0,9.776513853447008e-05,0.4599979213163259,0.030775485850288328,46.342595286013335,0.7649898693650913,0.03131999997496387,0.004224000000000227,0.006193469999998869,0.0022731661721366106,0.0029391770307523046,0.003296887499999604,0.23154199999999345,192.56424911912458,99.5389026816154,9.748060452003914,8.108936408241325,0.5431961394305834,22.525582769856754,0,0.16126984245700512,36.76850454937411,84.59316609106578,545.3698231221382,15.790505921554747,9.933977275992456,7.3195036608392385,0.14653477518573835,0.034983892972015034,0.0549907345135188,379.95186330325475,32.40166563975305,250.57039631262367
1975,330.8269519978705,1491.7409648519358,298.32604197214135,0,2.7517531602926777,0.0005358146132950683,1.1379648815072138e-05,8.637850009372718e-05,2.816600187391418e-06,0.010937500120488443,0.0008182619613942239,0,0.00136719000000028,0,8.317647292636501e-05,0.49999761146559046,0.03691337762791359,47.357695476971735,0.8284898728774247,0.03399499996869775,0.006333330000001321,0.007482989999998523,0.0027233230247490723,0.0034070739862469973,0.0038177824999994898,0.2561830000000133,213.23522179761915,112.3317640466579,11.095742860312717,8.514406522840279,0.661696678892748,25.179124400955086,0,0.1949998427743306,42.72001612799472,86.32876872739327,546.137137765384,16.15948460349322,10.09768574734569,7.389227279283877,0.20330782175307882,0.05168079113922167,0.06614343908689284,416.9109731459272,33.51432448371304,271.3020474955873
1976,331.5449509794253,1509.1109619418578,298.81404165912767,0,2.95278327258975,0.0005383540190452818,1.1710187420000309e-05,0.00743271614003373,2.2532801499131344e-05,0.013500000121048015,0.001009969953672168,0,0.0016874999999988193,0,0.000363689671955283,0.5443803266660653,0.04380186940556144,48.27609536667634,0.8872098685385756,0.03666499996242976,0.008735999999993924,0.00885687000000005,0.0032153764504699103,0.003912957500000014,0.004344617499999994,0.2805370000001998,232.9972201695101,124.73074746947105,12.636435347050147,8.955106976144643,0.8118081795778682,28.196115522261938,0,0.22999984309628263,49.04176908110504,87.99307184195897,546.7914240220425,16.520374350792423,10.26717502772755,7.465574264257501,0.27751198212559886,0.08715698727568318,0.0803551436084009,453.1918997286001,34.595213005548054,292.2981982299863
1977,333.352950094921,1527.6809550919827,299.3190414194075,0,3.1589433848913386,0.0005408934247954955,1.2041107540585136e-05,0.02689579558835717,4.506560299826269e-05,0.01531250012162723,0.0011455699459516076,0,0.0019140599999998952,0,0.004997150000000215,0.5945511723732332,0.05148336118314912,49.292495045757306,0.9490798607169474,0.039814999956173824,0.011367999999999316,0.010305299999999155,0.0037402684692118536,0.004452554999999776,0.004870567499999715,0.3043469999999981,251.99420553887094,136.7956981315984,14.478717037950181,9.431879152575448,0.9836416747016458,31.407798536686375,0,0.26499984338708477,57.537214615671296,89.59247450341003,547.339688876402,16.872174608400602,10.442663294745163,7.53441386421778,0.3696969725278088,0.15042698277705902,0.09829714812114355,489.3796618773085,35.78031050881837,314.1853681142728
1978,335.0099493591916,1546.8909078525528,299.8450410134896,0,3.370003503368871,0.000543432830545709,1.2372409501780065e-05,0.054136695036677514,6.759840449739403e-05,0.01600000012219616,0.0011969999366216657,0,0.001999999999999566,0,0.010159400000002683,0.6599957319039795,0.05999985331795626,50.43949489049236,1.0211598535626372,0.043614999949913406,0.01416529999999719,0.01181850000000266,0.004300958581764712,0.005013017500000727,0.005388822500000883,0.32735599999988046,270.00118591622476,148.00458052243388,15.9630475829697,9.926631328998624,1.1736451698254713,35.723577102962565,0,0.2987298350620308,68.57340068394274,91.13187644622707,547.7978985434895,17.213786374274626,10.624351504282414,7.609319153416109,0.4763076701211752,0.23020097841559986,0.11850805263389981,524.8513791927642,37.122294263784795,336.50626511806996
1979,336.60494835469893,1566.1608470081183,300.3930406723758,0,3.73000366667643,0.0005459722362959226,1.14873973665395e-05,0.08490269448502093,9.01312059965254e-05,0.016000000122775304,0.001196999917640991,0,0.0010000000000006347,0,0.014605900000002954,0.7699926321107604,0.15999984758936128,51.55739483809731,1.094819845589674,0.04793499993747153,0.017064000000004884,0.013386700000005069,0.00488945000000218,0.00559208750000138,0.00589257250000156,0.3532139999999599,286.4941585045188,157.6384719768969,17.683127010476156,10.421233505411935,1.378264664949861,40.48909939131703,0,0.34251976527936107,78.18179325281803,92.61308152464603,548.1820798544476,17.5442088762421,10.812538918006213,7.689991500302267,0.5893768101333426,0.3151919742000618,0.13952905714672376,557.7271465372003,38.89801070971357,357.7624534000471
1980,338.7049479298807,1584.9407533384765,300.96504022985545,0,4.1300038684280045,0.0005485116420461362,5.519381541548e-06,0.11494099393325964,0.00011266400749565671,0.011000000123340584,0.0011969998970509511,0,5.1078084793749016e-05,0,0.017775400000004733,0.8899930408009817,0.23999984218858994,52.722695015617774,1.1735098373833364,0.053254999894158106,0.020000000000003234,0.015000000000003925,0.005500000000001823,0.006217187500001108,0.006382812500001331,0.3800959999998252,302.182250496813,166.0775217013036,20.167388430914567,10.897735659128209,1.593954123596176,44.55148930490185,0,0.41178564535267664,85.15928517083621,94.10317270064938,548.501238523582,17.86224341738101,11.007426064886666,7.769993807977953,0.7097166236153623,0.394108969772288,0.15989606185560318,588.5146706140412,40.75765623570332,377.49076705856004
1981,340.0589477632048,1602.6506293856985,301.5620398373693,0,4.560003948078863,0.0005510510477963498,1.0754404323391349e-05,0.13999999419151501,0.0001351968089947881,0.0030000001239124767,0.0011969998764615895,0,0.00012761924230614242,0,0.01972209999999511,0.9999936402496955,0.2999998368173968,53.97579525229312,1.2601898407655237,0.05978499988131545,0.024000000000013177,0.01750000000000307,0.006515154519031785,0.007289062500000932,0.006901409468833014,0.40782200000009783,319.4201304527876,174.73850569484026,23.256973216649325,11.349837977624993,1.8424933636872645,48.662206230365534,0,0.5049996223083267,90.82912021116732,95.31219460141266,548.7653706982645,18.16708589820541,11.209811299325787,7.849401620632043,0.8352456832287386,0.4687449640042744,0.1800000675368274,621.2065997581722,42.65342052741543,397.67775946965224
1982,340.643947400165,1618.7305322214304,302.1870393360928,0,4.970003850310529,0.0005535904535465634,1.2755718535891222e-05,0.15999999781272753,0.0001577296104939194,0.002000000124485654,0.0011969998558709102,0,0.000269655450108677,3.741915827931507e-06,0.020835399999993478,1.1199926187821518,0.3399998312570683,55.109395617537075,1.34256984964566,0.066399999874846,0.02799999999999513,0.020500000000003935,0.008123510297964374,0.008625000000001224,0.007240498734153878,0.43730299999993205,335.14326854814976,183.27747265294866,27.298911400754452,11.805440816484625,2.144632583661876,52.76409239651272,0,0.597249616354241,95.16212261448659,96.45029186954694,548.9834749261579,18.457443835324337,11.418799915498548,7.934991457686116,0.9728992068369925,0.55321295627204,0.2000000721881385,652.8969285909067,44.475515349877476,418.4509756525485
1983,342.26594726360037,1632.6201426768187,302.84203882300795,0,5.270004284572272,0.0005561298592967769,1.169128479673576e-05,0.1799999940075235,0.00018026241199305075,0.011000000125052997,0.0011969998352811054,0,0.0029999999999994614,3.170433248614063e-05,0.02147040000000258,1.2399930684965006,0.3899998252087031,56.16269554108326,1.4098998444590052,0.07203999986811228,0.03249999999999512,0.023499999999988957,0.009936882210634324,0.009968207785948969,0.00724049873415009,0.4695050000001079,352.5060954300258,191.16732444151182,30.830673389146053,12.194235601785694,2.499991905590121,56.78648763741407,0,0.6729996850737261,99.4379598036839,97.67578944253779,549.1685518747764,18.732408641233928,11.633888087435196,8.019996365427536,1.1449595298528676,0.6519749500082966,0.2195000767599412,685.2048957663241,46.14123322392244,437.87005162862704
1984,344.0079495478928,1643.5008612876618,303.5280382995877,0,5.530004525005374,0.0005586692650469907,3.969037407660246e-06,0.19999999390680348,0.0002027952134921821,0.01700000012563646,0.0011969998146922412,0,0.005000000000003289,7.40227001484126e-05,0.02175310000000621,1.3599929094899947,0.4499998184212817,57.26739518708431,1.482039829218797,0.0779799998616889,0.03750000000002458,0.027000000000006134,0.011940863991825692,0.011694931737342082,0.007745400429451161,0.5049430000001678,366.79922889249934,199.96714111826802,34.79922611297609,12.642924171775825,2.84999135216295,60.74248929096203,0,0.7217137404766855,103.94622360835318,98.93998710732035,549.3226302153499,18.990788419774724,11.854777568611825,8.103740166146585,1.2959390726797082,0.7757129420309671,0.24612508188659435,715.6685827078709,47.81744669703668,458.8037872786337
1985,345.45895376519616,1655.9104924853884,304.24703771226694,0,5.870004583467544,0.0005612086707972041,8.568774342817494e-06,0.21999999758266733,0.002249685146286638,0.01700000012619258,0.001196999794101371,0,0.003999999999997333,0.00011811007367337315,0.02178330000000257,1.4999912841780831,0.5199998107545599,58.37619527651853,1.5687698306611766,0.08466999985492957,0.04299999999999208,0.03050000000000312,0.014727070750790694,0.014008731889286724,0.008102531152774076,0.5436289999998429,383.2672494596813,214.03345380825172,39.65238749507824,13.144109773349294,3.187290941301809,64.80020885138644,0,0.7549997583395872,108.21643666004303,100.18199593460004,549.4526883014616,19.231674731188804,12.080269527522917,8.199989374318823,1.4159816501663798,0.935456933260996,0.26520808631119247,753.4494840051832,49.692016368693515,486.1886064367369
1986,346.9029481062766,1668.7911547506744,305.0020372535749,0,6.310004834846969,0.0005637480765474179,1.2043192787165694e-05,0.2599999930221439,0.019787868307206243,0.01800000012676936,0.0011969997735118984,0,0.0010000000000001308,0.00026037028893951674,0.021691699999994873,1.64999113190193,0.5799998021603118,59.28379540891516,1.650249830391046,0.09061499984842207,0.0485000000000049,0.03449999999999597,0.018013485130038736,0.016999999999997868,0.009501247011798601,0.5859839999998211,402.4122216977416,222.33968398922525,44.60810726776415,13.699794811617224,3.6499905665166335,69.13964018382062,0,0.7879217337232666,111.07315006311474,101.67297518070569,549.5567533285683,19.45397576653492,12.309862007122982,8.294995166638152,1.574111379130138,1.1329799238169798,0.2791670914261311,789.5257348181581,51.6238878937308,508.21594715973146
1987,348.7749473727458,1683.749783890652,305.7930356187433,0,6.71000512833519,0.0005662874822976313,2.9035365322133837e-05,0.2899999883753503,0.046362445070179836,0.022000000127324813,0.0011969997529212427,0,0.0030000000642367596,0.0006904602406332495,0.021649999999998018,1.7999912293840532,0.6199997928079899,60.24869523110866,1.7349598224120717,0.09619499984166707,0.0539999999999676,0.037999999999996474,0.02299999999989238,0.020499999999997884,0.010999999999998816,0.6332600000002259,423.3474161829481,233.3356408244789,50.83082078158017,14.255495922966581,4.105550246697014,73.98439718384678,0,0.8391895959373499,114.91390435586887,103.07398103067402,549.6467749563247,19.656584939219268,12.545346561752766,8.389330954441776,1.7711602135463709,1.3463099147740205,0.2995001022516295,831.3263879354961,53.545804340390426,535.0792294433766
